Requirement ID,Domain,Title,Requirement,Priority,Phase,Preliminary Fit,Capability,Accountable Owner,Verification Method,Source Status,Implementation Status,Design Reference,Module Reference,Test Case,UAT Result,Release,Acceptance Notes,Decision / Comments
SCN-009,"Forecasting, Scenario Planning, and Change Impact",Demand-surge analysis,"Leaders shall model emergent demand surges and identify work that must stop, slip, reduce, or receive additional resources to preserve priority outcomes.",Must,4,Configure,"Forecasting, Scenario Planning, and Change Impact",DDC5I Portfolio Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
SCN-010,"Forecasting, Scenario Planning, and Change Impact",Core-function protection,Scenarios shall enforce or visibly flag minimum coverage constraints for designated core functions and critical skills.,Must,4,Configure,"Forecasting, Scenario Planning, and Change Impact",Division Chief,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
SCN-011,"Forecasting, Scenario Planning, and Change Impact",Confidence and uncertainty,"Forecasts shall show the confidence, source, date, owner, and range or sensitivity of material assumptions rather than presenting uncertain estimates as precise facts.",Must,4,Configure,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
SCN-012,"Forecasting, Scenario Planning, and Change Impact",Scenario recommendation,"The platform shall allow analysts to document a recommended scenario, tradeoffs, rejected alternatives, conditions, and the decision requested from leadership.",Must,4,Configure,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
SCN-013,"Forecasting, Scenario Planning, and Change Impact",Scenario approval and promotion,"An approved scenario shall be promotable to a new baseline through controlled change, preserving the prior baseline and decision record.",Must,4,Configure,"Forecasting, Scenario Planning, and Change Impact",Portfolio Governance Board,Demonstration,Proposed,Implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Scenario approval is separate from application; only approved scenarios can be applied, and every live-record change is audited.",
SCN-014,"Forecasting, Scenario Planning, and Change Impact",Forecast accuracy,"The platform shall compare prior forecasts to actual results for schedule, effort, cost, demand, and benefits and report forecast bias and accuracy over time.",Must,5,Configure,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
SCN-015,"Forecasting, Scenario Planning, and Change Impact",Early warning indicators,"The platform shall surface leading indicators such as rising unplanned work, milestone confidence decline, resource churn, unfilled critical roles, stale status, and repeated financial variance.",Must,4,Extend,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
SCN-016,"Forecasting, Scenario Planning, and Change Impact",Decision latency impact,"The platform shall estimate and report the effect of overdue approvals or unresolved decisions on schedule, cost, resource use, and mission outcomes.",Must,4,Extend,"Forecasting, Scenario Planning, and Change Impact",Portfolio Analyst,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-001,"Dashboards, Reporting, and the DDC5I Story",Senior dashboard,"The DDC5I senior-level dashboard shall provide enterprise priorities, mission alignment, demand versus capacity, portfolio health, resource and skill gaps, budget and actuals, roadblocks, dependencies, decisions required, and forecast change impacts.",Must,1,Configure,"Dashboards, Reporting, and the DDC5I Story",DDC5I Portfolio Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-002,"Dashboards, Reporting, and the DDC5I Story",Division dashboard,"Each division dashboard shall show its missions and core functions, demand pipeline, approved projects, schedule and financial health, workforce capacity, skill gaps, roadblocks, dependencies, benefits, and required leader actions.",Must,1,Configure,"Dashboards, Reporting, and the DDC5I Story",Division Chief,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-003,"Dashboards, Reporting, and the DDC5I Story",User project dashboard,"Each user shall have a personalized view of assigned projects, tasks, approvals, actions, risks, time or effort updates, upcoming milestones, and notifications.",Must,2,Configure,"Dashboards, Reporting, and the DDC5I Story",Product Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-004,"Dashboards, Reporting, and the DDC5I Story",Drill-down traceability,"Every aggregate metric shall drill down to the contributing divisions, projects, demands, resources, financial records, assumptions, and data freshness needed to explain it.",Must,1,Configure,"Dashboards, Reporting, and the DDC5I Story",Data Steward,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-005,"Dashboards, Reporting, and the DDC5I Story",Priority and gap view,"Senior leaders shall see approved priority order, priority conflicts, mission gaps, capacity gaps, skill gaps, funding gaps, and work at risk.",Must,1,Configure,"Dashboards, Reporting, and the DDC5I Story",DDC5I Portfolio Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-006,"Dashboards, Reporting, and the DDC5I Story",Planned versus actual view,"Dashboards shall compare planned and actual schedule, effort, staffing, cost, deliverables, and benefits with clear variance thresholds and explanations.",Must,3,Configure,"Dashboards, Reporting, and the DDC5I Story",Portfolio Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-007,"Dashboards, Reporting, and the DDC5I Story",Roadblock and decision view,"Dashboards shall rank unresolved roadblocks and decisions by mission impact, urgency, affected projects, aging, and accountable owner.",Must,2,Configure,"Dashboards, Reporting, and the DDC5I Story",DDC5I Portfolio Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-008,"Dashboards, Reporting, and the DDC5I Story",Dependency view,"Leaders shall visualize critical internal and external dependencies, lead and support organizations, required contributions, and downstream impacts.",Must,3,Configure,"Dashboards, Reporting, and the DDC5I Story",Portfolio Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-009,"Dashboards, Reporting, and the DDC5I Story",Resource heatmaps,"Dashboards shall display capacity, allocation, over-allocation, vacancies, skill shortages, and core-function coverage by division, team, role, skill, and time period.",Must,3,Configure,"Dashboards, Reporting, and the DDC5I Story",Resource Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-010,"Dashboards, Reporting, and the DDC5I Story",Financial dashboard,"Authorized leaders shall view budget, actuals, forecast, variance, burn rate, estimate at completion, unfunded requirements, and expiring or at-risk funding.",Must,3,Configure,"Dashboards, Reporting, and the DDC5I Story",Financial Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-011,"Dashboards, Reporting, and the DDC5I Story",Forecast dashboard,"Leaders shall compare the approved baseline with proposed scenarios and see mission, project, resource, cost, risk, and stakeholder impacts.",Must,4,Configure,"Dashboards, Reporting, and the DDC5I Story",Portfolio Analyst,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-012,"Dashboards, Reporting, and the DDC5I Story",DDC5I story,"The platform shall generate an audience-tailored narrative connecting DDC5I mission, division functions, key projects, resources applied, outcomes, and value to the Joint Staff and Joint or coalition forces.",Must,2,Extend,"Dashboards, Reporting, and the DDC5I Story",Communications Lead,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-013,"Dashboards, Reporting, and the DDC5I Story",Purpose-end state-value card,"Every core function and named project shall present a concise card containing purpose, problem, end state, sponsor, lead and support relationships, resources, key outcomes, ROI or value, and consequences of inaction.",Must,2,Extend,"Dashboards, Reporting, and the DDC5I Story",Benefits Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-014,"Dashboards, Reporting, and the DDC5I Story",Executive brief generation,"Authorized users shall generate a current executive brief in approved Word, PowerPoint, PDF, or print-ready formats with selectable division, time period, audience, and classification markings.",Must,3,Extend,"Dashboards, Reporting, and the DDC5I Story",Communications Lead,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-015,"Dashboards, Reporting, and the DDC5I Story",Recurring report packs,"The platform shall schedule, generate, and distribute weekly, monthly, quarterly, and ad hoc portfolio reports to authorized stakeholder groups using governed definitions and data cutoffs.",Must,2,Configure,"Dashboards, Reporting, and the DDC5I Story",Portfolio Management Office,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Source-grounded report packs can be generated, reviewed, approved, and retained with job evidence. Persistent scheduled delivery remains planned.",
DSH-016,"Dashboards, Reporting, and the DDC5I Story",Metric definitions,"Each dashboard metric shall expose its definition, formula, source, owner, refresh time, thresholds, and known limitations.",Must,1,Configure,"Dashboards, Reporting, and the DDC5I Story",Data Steward,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-017,"Dashboards, Reporting, and the DDC5I Story",Role and data filters,"Dashboards shall support authorized filtering by division, mission, function, project, priority, status, sponsor, customer, resource, skill, fiscal year, and scenario.",Must,1,Configure,"Dashboards, Reporting, and the DDC5I Story",Product Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-018,"Dashboards, Reporting, and the DDC5I Story",Saved views and subscriptions,"Users shall save permitted filters, create personal or shared views, and subscribe to scheduled snapshots or exception-based notifications.",Must,2,Configure,"Dashboards, Reporting, and the DDC5I Story",Product Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-019,"Dashboards, Reporting, and the DDC5I Story",Accessibility and export,"Dashboards and reports shall meet applicable Section 508 requirements and export accessible, readable data without removing security markings or access controls.",Must,1,Configure,"Dashboards, Reporting, and the DDC5I Story",Accessibility Lead,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DSH-020,"Dashboards, Reporting, and the DDC5I Story",Health-state standardization and provenance,"Dashboards shall use governed health states such as on track, at risk, off track, blocked, and completed and shall distinguish system-calculated health, owner-reported health, and authorized overrides.",Must,2,Configure,"Dashboards, Reporting, and the DDC5I Story",Data Steward,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
COL-001,"Collaboration, Notifications, and Approvals",In-platform collaboration,"Authorized users shall comment, mention colleagues, ask questions, attach evidence, and resolve discussion threads on demands, projects, risks, decisions, resources, and costs.",Must,1,Configure,"Collaboration, Notifications, and Approvals",Product Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
COL-002,"Collaboration, Notifications, and Approvals",Notification rules,"Users and administrators shall configure event, threshold, digest, reminder, and escalation notifications while preventing unnecessary duplicate messages.",Must,1,Configure,"Collaboration, Notifications, and Approvals",Workflow Administrator,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
COL-003,"Collaboration, Notifications, and Approvals",Outlook notifications,"The platform shall send Outlook-compatible notifications for submissions, assignments, approvals, due dates, exceptions, status changes, and escalations with a secure link to the authoritative record.",Must,1,Integrate,"Collaboration, Notifications, and Approvals",Integration Owner,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
COL-004,"Collaboration, Notifications, and Approvals",Outlook actionable approval,"Where approved by the Microsoft 365 tenant and security authority, recipients shall be able to approve, reject, request changes, or open the record from an Outlook actionable message, with server-side validation at action time.",Must,3,Integrate,"Collaboration, Notifications, and Approvals",Integration Owner,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
COL-005,"Collaboration, Notifications, and Approvals",Stale actionable message protection,"An Outlook approval message shall not permit action after the item is withdrawn, changed materially, delegated, expired, or decided; the current status shall be displayed or retrieved before acceptance.",Must,3,Integrate,"Collaboration, Notifications, and Approvals",Security Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
COL-006,"Collaboration, Notifications, and Approvals",Calendar integration,"Authorized milestones, governance events, reviews, and due dates shall synchronize or publish to Outlook calendars using configurable ownership and update rules.",Must,3,Integrate,"Collaboration, Notifications, and Approvals",Integration Owner,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
COL-007,"Collaboration, Notifications, and Approvals",Shared mailbox intake,The platform shall support controlled intake and status notifications through approved shared mailboxes without making email the authoritative record.,Must,3,Integrate,"Collaboration, Notifications, and Approvals",Demand Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
COL-008,"Collaboration, Notifications, and Approvals",Digest notifications,"Users shall be able to receive daily or weekly digests summarizing items due, overdue, changed, at risk, awaiting approval, or assigned to them.",Must,2,Configure,"Collaboration, Notifications, and Approvals",Product Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
COL-009,"Collaboration, Notifications, and Approvals",Escalation,"Overdue approvals, unacknowledged assignments, critical roadblocks, and threshold breaches shall escalate according to configurable roles, time limits, and mission impact.",Must,1,Configure,"Collaboration, Notifications, and Approvals",Workflow Administrator,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
COL-010,"Collaboration, Notifications, and Approvals",Meeting support,"Users shall create an agenda from portfolio items, record attendance, decisions, notes, and actions, and link the meeting record to affected demands and projects.",Must,3,Extend,"Collaboration, Notifications, and Approvals",Portfolio Management Office,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Meeting support includes review agenda, participants, source records, decisions, summary, and actions. Calendar/Teams integration and automated minutes remain planned.",
COL-011,"Collaboration, Notifications, and Approvals",Notification audit,"The platform shall log material notifications, recipients, delivery status where available, action taken, and associated record while protecting email content from unauthorized viewers.",Must,3,Configure,"Collaboration, Notifications, and Approvals",Audit Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
COL-012,"Collaboration, Notifications, and Approvals",Communication preferences,"Users shall manage permitted channel, frequency, digest, quiet-time, and subscription preferences without suppressing mandatory mission or security alerts.",Must,2,Configure,"Collaboration, Notifications, and Approvals",Product Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
COL-013,"Collaboration, Notifications, and Approvals",Enterprise record search,"Authorized users shall search across portfolios, programs, projects, core functions, demands, tasks, deliverables, documents, decisions, risks, issues, dependencies, actions, and lessons, with results filtered by access rights and security markings.",Must,2,Extend,"Collaboration, Notifications, and Approvals",Knowledge Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-001,"Data, Excel, APIs, and Enterprise Integration",Canonical identifiers,"The platform shall assign stable unique identifiers to strategies, functions, demands, projects, milestones, resources, skills, costs, benefits, decisions, risks, and external stakeholders.",Must,1,Configure,"Data, Excel, APIs, and Enterprise Integration",Data Steward,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-002,"Data, Excel, APIs, and Enterprise Integration",Canonical data model,"The solution shall use a documented canonical data model and relationship model spanning strategy-to-execution, resource, financial, stakeholder, risk, and benefit entities.",Must,1,Configure,"Data, Excel, APIs, and Enterprise Integration",Solution Architect,Design inspection,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-003,"Data, Excel, APIs, and Enterprise Integration",Authoritative-source mapping,"Each integrated data element shall identify its authoritative source, system of entry, synchronization direction, frequency, transformation, steward, and conflict rule.",Must,3,Configure,"Data, Excel, APIs, and Enterprise Integration",Data Steward,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Persistent field ownership rules identify authoritative systems, allowed writers, and reject-and-reconcile conflict policy. Enterprise approval of mappings remains required.",
DAT-004,"Data, Excel, APIs, and Enterprise Integration",Excel import templates,"The platform shall provide versioned Excel templates for demands, projects, tasks, resources, skills, budgets, actuals, benefits, risks, and reference data with instructions and valid-value lists.",Must,1,Integrate,"Data, Excel, APIs, and Enterprise Integration",Data Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-005,"Data, Excel, APIs, and Enterprise Integration",Excel validation preview,"Before committing an import, users shall receive a preview showing creates, updates, duplicates, warnings, errors, and records excluded by permissions.",Must,1,Integrate,"Data, Excel, APIs, and Enterprise Integration",Data Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-006,"Data, Excel, APIs, and Enterprise Integration",Excel row-level results,"After import, users shall receive row-level results with record identifiers, actions taken, validation messages, and a downloadable correction file.",Must,1,Integrate,"Data, Excel, APIs, and Enterprise Integration",Data Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-007,"Data, Excel, APIs, and Enterprise Integration",Excel export,"Authorized users shall export filtered data and governed report templates to XLSX or CSV while preserving types, identifiers, timestamps, units, and applied security rules.",Must,1,Likely OOTB,"Data, Excel, APIs, and Enterprise Integration",Data Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-008,"Data, Excel, APIs, and Enterprise Integration",Round-trip control,"Excel exports intended for re-import shall carry template version, immutable record identifier, concurrency token or last-updated timestamp, and validation metadata to prevent blind overwrite.",Must,2,Extend,"Data, Excel, APIs, and Enterprise Integration",Data Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-009,"Data, Excel, APIs, and Enterprise Integration",API-first integration,"The platform shall expose documented, secured, versioned APIs or approved integration services for core records and events required by ProjectOS and enterprise systems.",Must,2,Configure,"Data, Excel, APIs, and Enterprise Integration",Integration Owner,API test,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-010,"Data, Excel, APIs, and Enterprise Integration",ProjectOS synchronization,"The integration shall define field ownership, create and update triggers, synchronization frequency, conflict resolution, retry behavior, reconciliation reports, and deletion or archive semantics.",Must,2,Integrate,"Data, Excel, APIs, and Enterprise Integration",Integration Owner,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"ProjectOS adapter produces canonical project/task/milestone payloads, supports local mock and dry-run synchronization, and records run evidence. Live bidirectional sync requires an authorized ProjectOS endpoint.",
DAT-011,"Data, Excel, APIs, and Enterprise Integration",Identity integration,"The platform shall integrate with the approved enterprise identity provider for authentication, organizational attributes, group membership, and lifecycle events.",Must,1,Integrate,"Data, Excel, APIs, and Enterprise Integration",Identity Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-012,"Data, Excel, APIs, and Enterprise Integration",Financial integration,The platform shall import or integrate authorized budget and actual data from designated financial sources using controlled mappings and reconciliation.,Must,4,Integrate,"Data, Excel, APIs, and Enterprise Integration",Financial Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-013,"Data, Excel, APIs, and Enterprise Integration",Workforce integration,"The platform shall import or integrate authorized position, organization, skill, availability, or workforce attributes from designated sources subject to privacy controls.",Must,4,Integrate,"Data, Excel, APIs, and Enterprise Integration",Workforce Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-014,"Data, Excel, APIs, and Enterprise Integration",Business intelligence integration,"Governed portfolio data shall be available to approved enterprise analytics tools through secured APIs, extracts, or direct connectors without creating an unmanaged competing system of record.",Must,3,Integrate,"Data, Excel, APIs, and Enterprise Integration",Data Steward,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-015,"Data, Excel, APIs, and Enterprise Integration",Event integration,"The platform shall publish or consume approved business events such as demand submitted, approval completed, project health changed, milestone slipped, resource gap detected, and budget threshold exceeded.",Must,4,Integrate,"Data, Excel, APIs, and Enterprise Integration",Integration Owner,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-016,"Data, Excel, APIs, and Enterprise Integration",Integration monitoring,"Administrators shall monitor interface health, latency, failed records, retry status, data drift, and reconciliation results and shall receive alerts when thresholds are exceeded.",Must,3,Configure,"Data, Excel, APIs, and Enterprise Integration",Integration Owner,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Integration registry records connection status, health checks, synchronization runs, payload/result evidence, and reconciliation messages. External observability integration remains planned.",
DAT-017,"Data, Excel, APIs, and Enterprise Integration",Data lineage,"Users with appropriate rights shall trace dashboard metrics and forecasts to source records, transformations, calculation versions, and refresh timestamps.",Must,3,Configure,"Data, Excel, APIs, and Enterprise Integration",Data Steward,Demonstration,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Synchronization records retain canonical IDs, source payloads, result evidence, and field authority. End-to-end external lineage requires connected source systems.",
DAT-018,"Data, Excel, APIs, and Enterprise Integration",Migration staging,"Legacy or spreadsheet data shall be profiled, cleansed, mapped, deduplicated, validated, and approved in a staging area before production migration.",Must,1,Configure,"Data, Excel, APIs, and Enterprise Integration",Migration Lead,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-019,"Data, Excel, APIs, and Enterprise Integration",Integration failure recovery,"Failed integrations shall be quarantined, diagnosed, retried or replayed safely, reconciled to the authoritative source, and closed with evidence without creating duplicate or partially applied business records.",Must,3,Integrate,"Data, Excel, APIs, and Enterprise Integration",Integration Owner,Resilience test,Proposed,Partially implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Failed or external-environment synchronization attempts retain retryability, attempt count, message, payload, and result evidence. Automated queue retry remains planned.",
DAT-020,"Data, Excel, APIs, and Enterprise Integration",DDC5I mission-data traceability,"Authorized users shall trace portfolio decisions and investments to DDC5I and CJADC2 objectives, mission threads, capabilities, systems, standards, data products, exercises, assessments, deliverables, measures, and realized Joint or coalition operational value.",Must,3,Extend,"Data, Excel, APIs, and Enterprise Integration",Data Steward,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
DAT-021,"Data, Excel, APIs, and Enterprise Integration",Enterprise ecosystem integration,"The platform shall support approved integration patterns for Advana or WDP, SharePoint, Power BI, financial and personnel systems, enterprise data catalogs, and delivery tools such as Jira or Azure DevOps without creating competing authoritative records.",Must,4,Integrate,"Data, Excel, APIs, and Enterprise Integration",Enterprise Architect,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-001,"Security, Privacy, Records, and Compliance",Authorization boundary,The solution shall be deployed only within an environment whose authorization boundary and impact level are approved for the information it will process.,Must,1,Policy/Process,"Security, Privacy, Records, and Compliance",Authorizing Official,Authorization review,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-002,"Security, Privacy, Records, and Compliance",CAC or PIV authentication,"The platform shall support the approved enterprise single sign-on mechanism, including CAC or PIV authentication where required, and shall not create unmanaged local accounts except controlled break-glass accounts.",Must,1,Integrate,"Security, Privacy, Records, and Compliance",Identity Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-003,"Security, Privacy, Records, and Compliance",Least-privilege access,"Access shall be role-based and, where required, attribute-based using least privilege, separation of duties, division scope, project membership, sensitivity, and need to know.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
